image,event,date,second,milisecond,tweek,f_min<2kHz
ch2_20141130_230040_639_s123-T2.jpg,2,20141130_230040,123,602,1,1
ch2_20141130_230040_639_s123-T3.jpg,3,20141130_230040,123,611,1,1
ch2_20141130_230040_639_s123-T4.jpg,4,20141130_230040,123,901,1,0
ch2_20141130_230040_639_s128-T1.jpg,1,20141130_230040,128,50,1,1
ch2_20141130_230040_639_s136-T1.jpg,1,20141130_230040,136,657,1,1
ch2_20141130_230040_639_s136-T2.jpg,2,20141130_230040,136,685,1,1
ch2_20141130_230040_639_s65-T1.jpg,1,20141130_230040,65,379,1,1
ch2_20141130_230040_639_s69-T1.jpg,1,20141130_230040,69,896,1,1
ch2_20141130_230040_639_s92-T1.jpg,1,20141130_230040,92,917,1,1
ch2_20141130_230540_784_s1-T1.jpg,1,20141130_230540,1,498,1,1
ch2_20141130_230540_784_s1-T2.jpg,2,20141130_230540,1,524,1,1
ch2_20141130_230540_784_s1-T3.jpg,3,20141130_230540,1,550,1,1
ch2_20141130_230540_784_s124-T1.jpg,1,20141130_230540,124,531,1,1
ch2_20141130_230540_784_s124-T2.jpg,2,20141130_230540,124,971,1,1
ch2_20141130_230540_784_s19-T1.jpg,1,20141130_230540,19,349,1,0
ch2_20141130_230540_784_s3-T1.jpg,1,20141130_230540,3,723,1,1
ch2_20141130_230540_784_s33-T1.jpg,1,20141130_230540,33,217,1,1
ch2_20141130_230540_784_s72-T1.jpg,1,20141130_230540,72,208,1,0
ch2_20141130_230540_784_s72-T2.jpg,2,20141130_230540,72,231,1,1
ch2_20141130_230540_784_s78-T1.jpg,1,20141130_230540,78,646,1,1
ch2_20141130_230540_784_s88-T1.jpg,1,20141130_230540,88,27,1,1
ch2_20141130_231040_923_s117-T1.jpg,1,20141130_231040,117,470,1,0
ch2_20141130_231040_923_s24-T1.jpg,1,20141130_231040,24,301,1,1
ch2_20141130_231040_923_s24-T2.jpg,2,20141130_231040,24,462,1,1
ch2_20141130_231040_923_s28-T1.jpg,1,20141130_231040,28,982,1,1
ch2_20141130_231040_923_s65-T1.jpg,1,20141130_231040,65,293,1,1
ch2_20141130_231541_066_s1-T1.jpg,1,20141130_231541,1,498,1,1
ch2_20141130_231541_066_s113-T1.jpg,1,20141130_231541,113,182,1,1
ch2_20141130_231541_066_s113-T2.jpg,2,20141130_231541,113,315,1,1
ch2_20141130_231541_066_s13-T1.jpg,1,20141130_231541,13,908,1,1
ch2_20141130_231541_066_s14-T1.jpg,1,20141130_231541,14,310,1,1
ch2_20141130_231541_066_s17-T1.jpg,1,20141130_231541,17,806,1,1
ch2_20141130_231541_066_s43-T1.jpg,1,20141130_231541,43,174,1,1
ch2_20141130_232041_211_s10-T1.jpg,1,20141130_232041,10,973,1,1
ch2_20141130_232041_211_s102-T1.jpg,1,20141130_232041,102,479,1,1
ch2_20141130_232041_211_s105-T1.jpg,1,20141130_232041,105,652,1,1
ch2_20141130_232041_211_s105-T2.jpg,2,20141130_232041,105,680,1,0
ch2_20141130_232041_211_s135-T1.jpg,1,20141130_232041,135,700,1,1
ch2_20141130_232041_211_s135-T2.jpg,2,20141130_232041,135,975,1,1
ch2_20141130_232041_211_s142-T1.jpg,1,20141130_232041,142,530,1,1
ch2_20141130_232041_211_s142-T2.jpg,2,20141130_232041,142,873,1,1
ch2_20141130_232041_211_s143-T1.jpg,1,20141130_232041,143,284,1,1
ch2_20141130_232041_211_s143-T2.jpg,2,20141130_232041,143,438,1,1
ch2_20141130_232041_211_s143-T3.jpg,3,20141130_232041,143,790,1,1
ch2_20141130_232041_211_s37-T1.jpg,1,20141130_232041,37,673,1,1
ch2_20141130_232041_211_s82-T1.jpg,1,20141130_232041,82,341,1,1
ch2_20141130_232541_354_s127-T1.jpg,1,20141130_232541,127,291,1,1
ch2_20141130_232541_354_s133-T1.jpg,1,20141130_232541,133,46,1,1
ch2_20141130_232541_354_s53-T1.jpg,1,20141130_232541,53,425,1,1
ch2_20141130_232541_354_s54-T1.jpg,1,20141130_232541,54,593,1,1
ch2_20141130_232541_354_s66-T1.jpg,1,20141130_232541,66,44,1,1
ch2_20141130_232541_354_s66-T2.jpg,2,20141130_232541,66,214,1,0
ch2_20141130_232541_354_s81-T1.jpg,1,20141130_232541,81,331,1,1
ch2_20141130_232541_354_s82-T1.jpg,1,20141130_232541,82,130,1,1
ch2_20141130_233041_498_s122-T1.jpg,1,20141130_233041,122,343,1,1
ch2_20141130_233041_498_s122-T2.jpg,2,20141130_233041,122,835,1,1
ch2_20141130_233041_498_s122-T3.jpg,3,20141130_233041,122,857,1,1
ch2_20141130_233041_498_s137-T1.jpg,1,20141130_233041,137,260,1,1
ch2_20141130_233041_498_s3-T1.jpg,1,20141130_233041,3,369,1,1
ch2_20141130_233041_498_s3-T2.jpg,2,20141130_233041,3,398,1,1
ch2_20141130_233041_498_s41-T1.jpg,1,20141130_233041,41,975,1,0
ch2_20141130_233041_498_s92-T1.jpg,1,20141130_233041,92,611,1,1
ch2_20141130_233041_498_s92-T2.jpg,2,20141130_233041,92,628,1,1
ch2_20141130_233041_498_s92-T3.jpg,3,20141130_233041,92,652,1,1
ch2_20141130_233041_498_s92-T4.jpg,4,20141130_233041,92,697,1,1
ch2_20141130_233541_643_s118-T1.jpg,1,20141130_233541,118,458,1,1
ch2_20141130_233541_643_s118-T2.jpg,2,20141130_233541,118,493,1,1
ch2_20141130_233541_643_s118-T3.jpg,3,20141130_233541,118,514,1,1
ch2_20141130_233541_643_s139-T1.jpg,1,20141130_233541,139,944,1,0
ch2_20141130_233541_643_s19-T1.jpg,1,20141130_233541,19,356,1,1
ch2_20141130_233541_643_s19-T2.jpg,2,20141130_233541,19,811,1,1
ch2_20141130_233541_643_s39-T1.jpg,1,20141130_233541,39,686,1,1
ch2_20141130_233541_643_s42-T1.jpg,1,20141130_233541,42,68,1,1
ch2_20141130_233541_643_s42-T2.jpg,2,20141130_233541,42,300,1,1
ch2_20141130_233541_643_s88-T1.jpg,1,20141130_233541,88,380,1,1
ch2_20141130_234041_783_s117-T1.jpg,1,20141130_234041,117,883,1,1
ch2_20141130_234041_783_s118-T1.jpg,1,20141130_234041,118,502,1,1
ch2_20141130_234041_783_s124-T1.jpg,1,20141130_234041,124,548,1,1
ch2_20141130_234041_783_s124-T2.jpg,2,20141130_234041,124,574,1,1
ch2_20141130_234041_783_s19-T1.jpg,1,20141130_234041,19,327,1,1
ch2_20141130_234041_783_s31-T1.jpg,1,20141130_234041,31,833,1,1
ch2_20141130_234041_783_s32-T1.jpg,1,20141130_234041,32,384,1,1
ch2_20141130_234041_783_s80-T1.jpg,1,20141130_234041,80,29,1,0
ch2_20141130_234041_783_s80-T2.jpg,2,20141130_234041,80,442,1,1
ch2_20141130_234041_783_s80-T3.jpg,3,20141130_234041,80,672,1,0
ch2_20141130_234541_924_s133-T1.jpg,1,20141130_234541,133,504,1,0
ch2_20141130_234541_924_s48-T1.jpg,1,20141130_234541,48,517,1,1
ch2_20141130_235042_066_s138-T1.jpg,1,20141130_235042,138,242,1,1
ch2_20141130_235042_066_s36-T1.jpg,1,20141130_235042,36,220,1,1
ch2_20141130_235042_066_s62-T1.jpg,1,20141130_235042,62,740,1,1
ch2_20141130_235042_066_s62-T2.jpg,2,20141130_235042,62,772,1,1
ch2_20141130_235042_066_s63-T1.jpg,1,20141130_235042,63,231,1,0
ch2_20141130_235042_066_s7-T1.jpg,1,20141130_235042,7,885,1,1
ch2_20141130_235542_205_s10-T1.jpg,1,20141130_235542,10,749,1,1
ch2_20141130_235542_205_s121-T1.jpg,1,20141130_235542,121,859,1,1
ch2_20141130_235542_205_s133-T1.jpg,1,20141130_235542,133,644,1,1
ch2_20141130_235542_205_s17-T1.jpg,1,20141130_235542,17,227,1,1
ch2_20141130_235542_205_s17-T2.jpg,2,20141130_235542,17,701,1,0
ch2_20141130_235542_205_s63-T1.jpg,1,20141130_235542,63,72,1,1
ch2_20141130_235542_205_s74-T1.jpg,1,20141130_235542,74,704,1,0
ch2_20141130_235542_205_s74-T2.jpg,2,20141130_235542,74,727,1,1
